agent_id,timestep,from_state,to_state,emb_x,emb_y
agent_0000,503,adaptive,stable,1.6370346546173096,8.405033111572266
agent_0000,508,stable,unstable,13.175458908081055,1.6667803525924683
agent_0000,512,unstable,adaptive,11.208224296569824,4.825669288635254
agent_0000,513,adaptive,stable,9.64157772064209,7.218573093414307
agent_0000,514,stable,exploratory,9.84506893157959,7.795153617858887
agent_0000,516,exploratory,adaptive,7.7906904220581055,9.565064430236816
agent_0000,518,adaptive,stable,2.428816556930542,9.670632362365723
agent_0000,519,stable,exploratory,9.472150802612305,9.373565673828125
agent_0000,520,exploratory,unstable,10.321186065673828,1.399476170539856
agent_0000,524,unstable,adaptive,12.245545387268066,3.673222303390503
agent_0000,526,adaptive,unstable,11.632002830505371,1.6940449476242065
agent_0000,535,unstable,stable,11.106461524963379,5.282066345214844
agent_0000,542,stable,unstable,10.239043235778809,1.5257441997528076
agent_0000,544,unstable,adaptive,10.524956703186035,5.884335994720459
agent_0000,545,adaptive,exploratory,10.213788986206055,7.914364337921143
agent_0000,548,exploratory,adaptive,8.007539749145508,10.352452278137207
agent_0000,551,adaptive,stable,2.3951213359832764,9.881407737731934
agent_0000,558,stable,unstable,11.415931701660156,3.0840988159179688
agent_0000,559,unstable,stable,10.9642972946167,5.639028549194336
agent_0000,563,stable,exploratory,8.56119441986084,9.682722091674805
agent_0000,565,exploratory,adaptive,7.4954400062561035,10.930803298950195
agent_0000,566,adaptive,stable,3.462808609008789,11.140317916870117
agent_0000,567,stable,exploratory,9.035520553588867,11.49653148651123
agent_0000,568,exploratory,adaptive,6.8081955909729,11.786053657531738
agent_0000,569,adaptive,unstable,11.836238861083984,0.3436829447746277
agent_0000,572,unstable,exploratory,11.146697998046875,4.55872917175293
agent_0000,576,exploratory,adaptive,7.614492893218994,11.238441467285156
agent_0000,577,adaptive,unstable,10.265911102294922,0.5004585981369019
agent_0000,580,unstable,adaptive,10.908069610595703,4.391199588775635
agent_0000,582,adaptive,stable,6.850462913513184,9.292580604553223
agent_0000,594,stable,exploratory,6.129417896270752,10.968759536743164
agent_0000,596,exploratory,unstable,11.21984577178955,1.2165002822875977
agent_0000,599,unstable,exploratory,10.49966812133789,4.719453811645508
agent_0000,602,exploratory,stable,7.9627251625061035,9.81307315826416
agent_0000,603,stable,exploratory,8.814981460571289,8.552762031555176
agent_0000,608,exploratory,adaptive,7.6305952072143555,11.51978874206543
agent_0000,609,adaptive,unstable,11.177694320678711,1.7513628005981445
agent_0000,611,unstable,exploratory,11.295394897460938,4.6805291175842285
agent_0000,612,exploratory,adaptive,10.668268203735352,8.54476547241211
agent_0000,613,adaptive,unstable,10.919788360595703,3.4834883213043213
agent_0000,617,unstable,exploratory,11.812456130981445,5.077569007873535
agent_0000,621,exploratory,adaptive,6.423198223114014,10.510588645935059
agent_0000,622,adaptive,stable,2.9057884216308594,9.553284645080566
agent_0000,624,stable,unstable,10.507410049438477,1.9392963647842407
agent_0000,626,unstable,adaptive,11.0200777053833,6.576656818389893
agent_0000,630,adaptive,exploratory,10.000479698181152,10.062634468078613
agent_0000,631,exploratory,adaptive,7.975566387176514,10.631621360778809
agent_0000,632,adaptive,stable,4.3316450119018555,10.490151405334473
agent_0000,640,stable,exploratory,7.227160453796387,11.34285831451416
agent_0000,641,exploratory,unstable,11.972808837890625,1.1434487104415894
agent_0000,642,unstable,adaptive,11.215609550476074,4.8987884521484375
agent_0000,643,adaptive,stable,9.995393753051758,7.26619815826416
agent_0000,650,stable,adaptive,0.7909301519393921,9.55565357208252
agent_0000,651,adaptive,stable,-1.1892987489700317,6.737466335296631
agent_0000,675,stable,adaptive,-0.5068275332450867,7.046820640563965
agent_0000,676,adaptive,stable,-1.4600176811218262,5.399483680725098
agent_0000,683,stable,exploratory,5.87449836730957,10.741874694824219
agent_0000,688,exploratory,adaptive,8.976521492004395,11.122688293457031
agent_0000,693,adaptive,exploratory,7.369076251983643,11.923172950744629
