min_covar,restart,ll_per_obs,n_iter,em_converged,health_ok,kept,is_winner,max_condition_number,min_eigenvalue,N,T,seed,covariance_type
0.001,5,-1.2622828630728513,75,True,True,True,False,49.75602558568528,0.0019875108537179293,10,5000,42,full
0.001,6,-1.262282863217134,58,True,True,True,False,49.756055503535826,0.0019875135594530787,10,5000,42,full
0.001,7,-1.2622828627658296,61,True,True,True,False,49.755962191043714,0.001987505168198759,10,5000,42,full
0.001,8,-1.2622828624730327,61,True,True,True,False,49.7559002952398,0.0019874996018699746,10,5000,42,full
0.001,9,-1.262282862259635,59,True,True,True,False,49.75585480953066,0.001987495524617426,10,5000,42,full
0.0001,0,-1.262282862274952,74,True,True,True,False,49.75585746508382,0.0019874957367664843,10,5000,42,full
0.0001,1,-1.2622828621113424,74,True,True,True,False,49.75582208105187,0.0019874925598399765,10,5000,42,full
0.0001,2,-1.262282862620174,68,True,True,True,False,49.75593146293165,0.001987502402069218,10,5000,42,full
0.0001,3,-1.2567390054509864,81,True,True,True,True,37.4795716935715,0.0013652780056469373,10,5000,42,full
0.0001,4,-1.262282862635614,68,True,True,True,False,49.75593450538577,0.001987502666155029,10,5000,42,full
0.0001,5,-1.26228286307543,75,True,True,True,False,49.75602612245285,0.0019875109019729755,10,5000,42,full
0.0001,6,-1.2622828632254393,58,True,True,True,False,49.75605719006447,0.001987513711116526,10,5000,42,full
0.0001,7,-1.2622828627634455,61,True,True,True,False,49.75596169354765,0.0019875051234649684,10,5000,42,full
0.0001,8,-1.262282862478568,61,True,True,True,False,49.75590147533578,0.0019874997079772465,10,5000,42,full
0.0001,9,-1.2622828622715678,59,True,True,True,False,49.75585738272561,0.0019874957559975807,10,5000,42,full
0.01,0,-1.2442716100488915,97,True,True,True,True,37.83550030049916,0.001375479859869147,10,5000,43,full
0.01,1,-1.2488603734377244,68,True,True,True,False,49.93618473008329,0.001961487371964911,10,5000,43,full
0.01,2,-1.2488603736258201,65,True,True,True,False,49.936224560997466,0.001961490767580787,10,5000,43,full
0.01,3,-1.2488603726512142,64,True,True,True,False,49.93601403109626,0.001961472835803205,10,5000,43,full
0.01,4,-1.2488603736464012,75,True,True,True,False,49.936228537314705,0.001961491093829342,10,5000,43,full
0.01,5,-1.2488603728558787,35,True,True,True,False,49.936216610750094,0.001961495764547515,10,5000,43,full
0.01,6,-1.2488603734573829,68,True,True,True,False,49.936188819662426,0.001961487716995164,10,5000,43,full
0.01,7,-1.2488603733235975,63,True,True,True,False,49.936160536940406,0.001961485314910774,10,5000,43,full
0.01,8,-1.2488603733151786,65,True,True,True,False,49.936158625775924,0.001961485148483714,10,5000,43,full
0.01,9,-1.2488603728421634,60,True,True,True,False,49.936056484626086,0.001961476460819891,10,5000,43,full
0.001,0,-1.2442716100799494,97,True,True,True,False,37.83548185301174,0.00137547907560776,10,5000,43,full
0.001,1,-1.2488603734332204,68,True,True,True,False,49.93618377303801,0.0019614872904414895,10,5000,43,full
0.001,2,-1.2488603723702267,66,True,True,True,False,49.93595128695809,0.001961467499722393,10,5000,43,full
0.001,3,-1.2488603725670941,64,True,True,True,False,49.93599532458146,0.0019614712433913663,10,5000,43,full
0.001,4,-1.2488603723744496,76,True,True,True,False,49.93595200445708,0.001961467551904304,10,5000,43,full
0.001,5,-1.2488603726310905,42,True,True,True,False,49.93602685619696,0.0019614744966318593,10,5000,43,full
0.001,6,-1.248860365880205,44,True,True,True,False,49.93093951341408,0.0019610429842932572,10,5000,43,full
0.001,7,-1.2488603733286923,63,True,True,True,False,49.93616161678625,0.0019614854068413312,10,5000,43,full
0.001,8,-1.248860373592084,65,True,True,True,False,49.93621731402339,0.0019614901449030897,10,5000,43,full
0.001,9,-1.2488603729541894,60,True,True,True,False,49.93608098963492,0.00196147854699557,10,5000,43,full
0.0001,0,-1.2442716100831195,97,True,True,True,False,37.835479960029055,0.0013754789951308003,10,5000,43,full
0.0001,1,-1.2488603734326935,68,True,True,True,False,49.93618367232246,0.001961487281860775,10,5000,43,full
0.0001,2,-1.2488603723733398,66,True,True,True,False,49.935951992839634,0.0019614675598334224,10,5000,43,full
0.0001,3,-1.2488603725582372,64,True,True,True,False,49.9359933426416,0.001961471074676027,10,5000,43,full
0.0001,4,-1.2488603723759346,76,True,True,True,False,49.93595234652531,0.001961467581019779,10,5000,43,full
0.0001,5,-1.248860373165425,42,True,True,True,False,49.93614406773082,0.001961484475335262,10,5000,43,full
0.0001,6,-1.2488603661698299,45,True,True,True,False,49.930732053997964,0.0019610247633935433,10,5000,43,full
0.0001,7,-1.2488603733292347,63,True,True,True,False,49.93616173751109,0.001961485417118426,10,5000,43,full
0.0001,8,-1.248860373619655,65,True,True,True,False,49.936223106700126,0.0019614906380615786,10,5000,43,full
0.0001,9,-1.2488603729655996,60,True,True,True,False,49.936083460186495,0.001961478757324703,10,5000,43,full
0.01,0,-1.2727103719644715,70,True,True,True,False,50.99658448610412,0.0019475554558833444,10,5000,44,full
0.01,1,-1.272710372270485,69,True,True,True,False,50.996647523588315,0.0019475612214223525,10,5000,44,full
0.01,2,-1.2727103721058444,64,True,True,True,False,50.9966137363622,0.0019475581308601893,10,5000,44,full
0.01,3,-1.2727103728583768,62,True,True,True,False,50.996765982922874,0.0019475720658224736,10,5000,44,full
0.01,4,-1.272710372361165,61,True,True,True,False,50.99666612477621,0.0019475629275560063,10,5000,44,full
0.01,5,-1.2727103723607271,62,True,True,True,False,50.99666608333326,0.0019475629259463605,10,5000,44,full
0.01,6,-1.2727103721266297,64,True,True,True,False,50.99661808721978,0.0019475585317820965,10,5000,44,full
0.01,7,-1.2727103720438178,60,True,True,True,False,50.996601277561226,0.0019475570050674386,10,5000,44,full
0.01,8,-1.2727103721783453,65,True,True,True,False,50.99662872110977,0.0019475595047041387,10,5000,44,full
0.01,9,-1.2727103727246905,67,True,True,True,False,50.996739218713394,0.0019475696101997433,10,5000,44,full
0.001,0,-1.2727103719564195,70,True,True,True,False,50.996582814052005,0.0019475553029043504,10,5000,44,full
0.001,1,-1.2727103722716206,69,True,True,True,False,50.996647747088865,0.0019475612418754257,10,5000,44,full
0.001,2,-1.2727103720578758,64,True,True,True,False,50.99660383728963,0.001947557225377033,10,5000,44,full
0.001,3,-1.2727103723885058,62,True,True,True,False,50.99667174348966,0.0019475634442189993,10,5000,44,full
0.001,4,-1.2727103725348894,61,True,True,True,False,50.99670128649965,0.0019475661444217135,10,5000,44,full
0.001,5,-1.2727103723717208,62,True,True,True,False,50.996668312981235,0.0019475631298944652,10,5000,44,full
0.001,6,-1.2727103721332673,64,True,True,True,False,50.99661945943183,0.0019475586573369065,10,5000,44,full
0.001,7,-1.2727103721288104,60,True,True,True,False,50.996618815589905,0.001947558609505947,10,5000,44,full
0.001,8,-1.2727103721599344,65,True,True,True,False,50.9966249469316,0.0019475591594245876,10,5000,44,full
0.001,9,-1.2727103726761007,67,True,True,True,False,50.996729531041325,0.00194756872395302,10,5000,44,full
0.0001,0,-1.2727103719554007,70,True,True,True,False,50.99658260422744,0.0019475552837087406,10,5000,44,full
0.0001,1,-1.272710372271893,69,True,True,True,False,50.99664780885707,0.0019475612475235605,10,5000,44,full
0.0001,2,-1.2727103720525341,64,True,True,True,False,50.996602738045155,0.0019475571248281178,10,5000,44,full
0.0001,3,-1.2727103723308435,62,True,True,True,False,50.996660017353115,0.0019475623714451848,10,5000,44,full
0.0001,4,-1.2727103718146042,46,True,True,True,True,50.99655697104182,0.0019475531229797643,10,5000,44,full
0.0001,5,-1.2727103723729374,62,True,True,True,False,50.996668560011436,0.0019475631524943087,10,5000,44,full
0.0001,6,-1.2727103721339459,64,True,True,True,False,50.996619601333535,0.001947558670318959,10,5000,44,full
0.0001,7,-1.2727103721376054,60,True,True,True,False,50.99662063066475,0.001947558775555271,10,5000,44,full
0.0001,8,-1.2727103721580948,65,True,True,True,False,50.99662456010824,0.0019475591240374355,10,5000,44,full
0.0001,9,-1.2727103726710003,67,True,True,True,False,50.99672850221705,0.0019475686298369719,10,5000,44,full
0.01,0,-1.2894457302997853,66,True,True,True,False,52.09934058952841,0.0019117474708440052,10,5000,45,full
0.01,1,-1.2894457312173113,65,True,True,True,False,52.0995499702326,0.001911764440947823,10,5000,45,full
0.01,2,-1.2894457309791258,72,True,True,True,False,52.09949606915344,0.0019117600587595395,10,5000,45,full
0.01,3,-1.2894457303363345,58,True,True,True,False,52.09934914173085,0.0019117481641831118,10,5000,45,full
0.01,4,-1.2894457305061402,69,True,True,True,False,52.09938825798263,0.0019117513248570824,10,5000,45,full
0.01,5,-1.2894457302868962,64,True,True,True,False,52.09933751333493,0.0019117472202486777,10,5000,45,full
0.01,6,-1.2838517780335184,76,True,True,True,False,38.641139826562124,0.001337339900859023,10,5000,45,full
0.01,7,-1.2894457311441743,60,True,True,True,False,52.099533388773004,0.001911763090770165,10,5000,45,full
0.01,8,-1.289445731071131,64,True,True,True,False,52.09951703584565,0.001911761765139257,10,5000,45,full
0.01,9,-1.2894457309076703,65,True,True,True,False,52.099480270227545,0.0019117587864009558,10,5000,45,full
0.001,0,-1.2894457303316784,66,True,True,True,False,52.09934803493177,0.0019117480741140428,10,5000,45,full
0.001,1,-1.2894457308986251,61,True,True,True,False,52.099478268507596,0.0019117586252277033,10,5000,45,full
0.001,2,-1.2894457309913028,72,True,True,True,False,52.09949881483752,0.0019117602811641288,10,5000,45,full
0.001,3,-1.2894457303945988,58,True,True,True,False,52.09936272065501,0.001911749264314854,10,5000,45,full
0.001,4,-1.2894457305062952,69,True,True,True,False,52.09938828452596,0.0019117513270072621,10,5000,45,full
0.001,5,-1.289445730292034,64,True,True,True,False,52.09933871992447,0.001911747317981034,10,5000,45,full
0.001,6,-1.2838517779861043,76,True,True,True,False,38.64117548511064,0.0013373411248060593,10,5000,45,full
0.001,7,-1.2894457311186907,60,True,True,True,False,52.09952771774747,0.0019117626313026822,10,5000,45,full
0.001,8,-1.2894457310446708,64,True,True,True,False,52.09951111448439,0.0019117612854138888,10,5000,45,full
0.001,9,-1.289445730874108,65,True,True,True,False,52.09947266020704,0.0019117581698527928,10,5000,45,full
0.0001,0,-1.2894457303354923,66,True,True,True,False,52.099348923510284,0.0019117481461103372,10,5000,45,full
0.0001,1,-1.289445730900556,61,True,True,True,False,52.099478704605914,0.0019117586605609295,10,5000,45,full
0.0001,2,-1.2894457309925733,72,True,True,True,False,52.09949909864536,0.0019117603041523008,10,5000,45,full
0.0001,3,-1.2894457304012727,58,True,True,True,False,52.09936427903726,0.0019117493905708774,10,5000,45,full
0.0001,4,-1.289445730506272,69,True,True,True,False,52.09938828723836,0.0019117513272257107,10,5000,45,full
0.0001,5,-1.289445730292623,64,True,True,True,False,52.099338852892224,0.001911747328751845,10,5000,45,full
0.0001,6,-1.2838517779811758,76,True,True,True,True,38.641179174661254,0.0013373412514469214,10,5000,45,full
0.0001,7,-1.2894457311162568,60,True,True,True,False,52.09952715089204,0.0019117625853778864,10,5000,45,full
0.0001,8,-1.289445731042104,64,True,True,True,False,52.09951052691263,0.0019117612378119016,10,5000,45,full
0.0001,9,-1.2894457308705858,65,True,True,True,False,52.09947186816873,0.0019117581056819833,10,5000,45,full
0.01,0,-1.2828098734047653,67,True,True,True,False,51.89076937179653,0.0018937041395674602,10,5000,46,full
0.01,1,-1.2828098736639504,77,True,True,True,False,51.89082862564966,0.001893708483903864,10,5000,46,full
0.01,2,-1.2828098742239973,66,True,True,True,False,51.890954437547684,0.0018937177138692992,10,5000,46,full
0.01,3,-1.2828098741184928,69,True,True,True,False,51.89093100500241,0.0018937159949394345,10,5000,46,full
0.01,4,-1.2828098735092563,72,True,True,True,False,51.89079335027421,0.001893705897439495,10,5000,46,full
0.01,5,-1.2754898833932635,57,True,True,True,False,37.90756188509699,0.0013308985232998926,10,5000,46,full
0.01,6,-1.2828098737041078,67,True,True,True,False,51.89083783860436,0.0018937091611311194,10,5000,46,full
0.01,7,-1.282809873894546,68,True,True,True,False,51.89088084406712,0.0018937123149765655,10,5000,46,full
0.01,8,-1.2828098731870203,72,True,True,True,False,51.89071892565945,0.0018937004393374311,10,5000,46,full
0.01,9,-1.282809874378082,76,True,True,True,False,51.890988467878046,0.0018937202099073823,10,5000,46,full
0.001,0,-1.2828098733881796,67,True,True,True,False,51.89076555460883,0.001893703859591115,10,5000,46,full
0.001,1,-1.282809873670611,77,True,True,True,False,51.890830134777204,0.0018937085945867904,10,5000,46,full
0.001,2,-1.2828098743107632,66,True,True,True,False,51.89097363833197,0.0018937191222700904,10,5000,46,full
0.001,3,-1.2828098741484035,69,True,True,True,False,51.89093766275442,0.001893716483258466,10,5000,46,full
0.001,4,-1.2828098734199809,72,True,True,True,False,51.89077285827304,0.0018937043944285768,10,5000,46,full
0.001,5,-1.27548988306259,58,True,True,True,True,37.907870053802405,0.0013309083522341748,10,5000,46,full
0.001,6,-1.2828098736400628,67,True,True,True,False,51.89082327397955,0.0018937080928532145,10,5000,46,full
0.001,7,-1.2828098738167149,68,True,True,True,False,51.890863305200035,0.0018937110285659837,10,5000,46,full
0.001,8,-1.282809873139257,72,True,True,True,False,51.89070778383073,0.0018936996221236388,10,5000,46,full
0.001,9,-1.2828098743686618,76,True,True,True,False,51.89098639163809,0.0018937200576148517,10,5000,46,full
0.0001,0,-1.2828098733865565,67,True,True,True,False,51.89076517201038,0.0018937038315275467,10,5000,46,full
0.0001,1,-1.282809873671312,77,True,True,True,False,51.8908302994344,0.0018937086066641076,10,5000,46,full
0.0001,2,-1.282809874319447,66,True,True,True,False,51.890975548962736,0.0018937192624172011,10,5000,46,full
0.0001,3,-1.2828098741514558,69,True,True,True,False,51.89093835627031,0.0018937165341266242,10,5000,46,full
0.0001,4,-1.2828098734108833,72,True,True,True,False,51.8907707528327,0.0018937042400035502,10,5000,46,full
0.0001,5,-1.2754898831064547,58,True,True,True,False,37.9078252242783,0.001330906917531663,10,5000,46,full
0.0001,6,-1.2828098736334423,67,True,True,True,False,51.89082176830016,0.0018937079824164805,10,5000,46,full
0.0001,7,-1.2828098738089504,68,True,True,True,False,51.89086154588367,0.001893710899526471,10,5000,46,full
0.0001,8,-1.282809874483462,71,True,True,True,False,51.89101161159304,0.001893721907441224,10,5000,46,full
0.0001,9,-1.2828098743677043,76,True,True,True,False,51.890986170096596,0.0018937200413648057,10,5000,46,full
0.01,0,-1.2610997683971215,73,True,True,True,False,37.314370290990716,0.0013467147074319123,10,5000,47,full
0.01,1,-1.2695815727216417,46,True,True,True,False,50.443120341461544,0.0019427026359625892,10,5000,47,full
0.01,2,-1.2695815704757798,65,True,True,True,False,50.44420930535214,0.0019427892520847945,10,5000,47,full
0.01,3,-1.2695815702984934,64,True,True,True,False,50.444171068768995,0.0019427862009043931,10,5000,47,full
0.01,4,-1.269581570109754,74,True,True,True,False,50.44412989377553,0.0019427829131332145,10,5000,47,full
0.01,5,-1.2695815702820141,63,True,True,True,False,50.44416757774635,0.001942785924533992,10,5000,47,full
0.01,6,-1.26958157042939,69,True,True,True,False,50.44419922282349,0.0019427884447911828,10,5000,47,full
0.01,7,-1.2695815698809851,70,True,True,True,False,50.44407892794498,0.001942778847053184,10,5000,47,full
0.01,8,-1.269581570084094,75,True,True,True,False,50.44412434971815,0.0019427824722949248,10,5000,47,full
0.01,9,-1.2610997687638894,82,True,True,True,False,37.31408068468281,0.0013467046734100543,10,5000,47,full
0.001,0,-1.2610997681998255,73,True,True,True,False,37.31454312161152,0.0013467206899877616,10,5000,47,full
0.001,1,-1.2695815709143112,48,True,True,True,False,50.44362899927076,0.0019427430823975972,10,5000,47,full
0.001,2,-1.2695815704949738,65,True,True,True,False,50.444213415092484,0.0019427895800068898,10,5000,47,full
0.001,3,-1.2695815702860695,64,True,True,True,False,50.44416837473478,0.0019427859859259859,10,5000,47,full
0.001,4,-1.2695815701014224,74,True,True,True,False,50.44412809234441,0.001942782769387804,10,5000,47,full
0.001,5,-1.2695815704251554,63,True,True,True,False,50.444198492947045,0.0019427883913222797,10,5000,47,full
0.001,6,-1.2695815703155695,69,True,True,True,False,50.44417465032848,0.0019427864840833242,10,5000,47,full
0.001,7,-1.2695815698808086,70,True,True,True,False,50.44407888722952,0.001942778843800639,10,5000,47,full
0.001,8,-1.2695815699942914,75,True,True,True,False,50.44410465063547,0.0019427809003722122,10,5000,47,full
0.001,9,-1.2610997679834084,83,True,True,True,True,37.31475097313379,0.0013467278764622117,10,5000,47,full
0.0001,0,-1.2610997681803755,73,True,True,True,False,37.314561036558416,0.0013467213101156878,10,5000,47,full
0.0001,1,-1.26958157105447,48,True,True,True,False,50.44370256018402,0.0019427489495607794,10,5000,47,full
0.0001,2,-1.2695815704970763,65,True,True,True,False,50.444213859945975,0.0019427896155030785,10,5000,47,full
0.0001,3,-1.26958157028484,64,True,True,True,False,50.44416812137897,0.0019427859657097164,10,5000,47,full
0.0001,4,-1.2695815701006643,74,True,True,True,False,50.44412790700572,0.0019427827545994223,10,5000,47,full
0.0001,5,-1.2695815704393232,63,True,True,True,False,50.44420156519646,0.0019427886364636552,10,5000,47,full
0.0001,6,-1.2695815703038595,69,True,True,True,False,50.444172114882264,0.001942786281772825,10,5000,47,full
0.0001,7,-1.2695815698807567,70,True,True,True,False,50.44407888654484,0.0019427788437474077,10,5000,47,full
0.0001,8,-1.2695815699853172,75,True,True,True,False,50.44410267878193,0.00194278074302686,10,5000,47,full
0.0001,9,-1.2610997679911777,83,True,True,True,False,37.31474303349644,0.0013467276016212257,10,5000,47,full
0.01,0,-1.2930421448967786,70,True,True,True,False,50.94565593643674,0.00194579652654901,10,5000,48,full
0.01,1,-1.2930421446852016,70,True,True,True,False,50.94561272483796,0.0019457928335455653,10,5000,48,full
0.01,2,-1.2930421443655893,72,True,True,True,False,50.94554677515852,0.0019457871977960391,10,5000,48,full
0.01,3,-1.284548641157379,74,True,True,True,False,38.22088900266208,0.001352989286435579,10,5000,48,full
0.01,4,-1.2930421438559248,68,True,True,True,False,50.94543930171326,0.001945778013654536,10,5000,48,full
0.01,5,-1.2930421444148348,69,True,True,True,False,50.945556905261746,0.0019457880628179468,10,5000,48,full
0.01,6,-1.2930421519681914,87,True,True,True,False,50.940189371417524,0.0019453328539430922,10,5000,48,full
0.01,7,-1.2845486565295958,112,True,True,True,False,38.23048028320961,0.0013533079978548027,10,5000,48,full
0.01,8,-1.293042144523839,75,True,True,True,False,50.94557957524577,0.0019457900014384403,10,5000,48,full
0.01,9,-1.2930421444777425,68,True,True,True,False,50.94560766515368,0.0019457924164309557,10,5000,48,full
0.001,0,-1.2930421448941785,70,True,True,True,False,50.945655432788165,0.0019457964835861842,10,5000,48,full
0.001,1,-1.2930421446500677,70,True,True,True,False,50.94560549926425,0.0019457922160733853,10,5000,48,full
0.001,2,-1.2930421442993743,72,True,True,True,False,50.94553297886698,0.001945786018813384,10,5000,48,full
0.001,3,-1.2845486411179665,74,True,True,True,False,38.220927263534925,0.0013529905579679556,10,5000,48,full
0.001,4,-1.2930421451337002,67,True,True,True,False,50.94570377811201,0.001945800615022071,10,5000,48,full
0.001,5,-1.293042144331508,69,True,True,True,False,50.9455395528924,0.0019457865799925444,10,5000,48,full
0.001,6,-1.2930421527989449,86,True,True,True,False,50.94008451387638,0.0019453239410664686,10,5000,48,full
0.001,7,-1.284548656983157,110,True,True,True,False,38.23058635103057,0.0013533115219931454,10,5000,48,full
0.001,8,-1.293042144476171,75,True,True,True,False,50.94556971247356,0.001945789158595605,10,5000,48,full
0.001,9,-1.2930421444723916,68,True,True,True,False,50.945606029850666,0.0019457922764724547,10,5000,48,full
0.0001,0,-1.2930421448942826,70,True,True,True,False,50.94565544593281,0.0019457964847172996,10,5000,48,full
0.0001,1,-1.293042144646507,70,True,True,True,False,50.94560476671332,0.0019457921534703259,10,5000,48,full
0.0001,2,-1.293042144292543,72,True,True,True,False,50.94553155153802,0.0019457858968374806,10,5000,48,full
0.0001,3,-1.284548641113961,74,True,True,True,True,38.22093121884004,0.0013529906894158635,10,5000,48,full
0.0001,4,-1.2930421451262077,67,True,True,True,False,50.94570227239335,0.0019458004863459053,10,5000,48,full
0.0001,5,-1.2930421443230735,69,True,True,True,False,50.945537799853554,0.0019457864301894046,10,5000,48,full
0.0001,6,-1.2930421527115075,86,True,True,True,False,50.94009556213225,0.001945324880209042,10,5000,48,full
0.0001,7,-1.2845486567371587,110,True,True,True,False,38.23052898703707,0.0013533096160558576,10,5000,48,full
0.0001,8,-1.2930421444710734,75,True,True,True,False,50.945568656470016,0.0019457890683520992,10,5000,48,full
0.0001,9,-1.2930421444718891,68,True,True,True,False,50.94560585590381,0.0019457922615872957,10,5000,48,full
0.01,0,-1.2779279812857611,116,True,True,True,False,50.12301933940998,0.002001500920378519,10,5000,49,full
0.01,1,-1.27792872059656,69,True,True,True,False,50.12912794860463,0.0020020362432054675,10,5000,49,full
0.01,2,-1.2779279727510633,77,True,True,True,False,50.11842507573169,0.0020010947611664126,10,5000,49,full
0.01,3,-1.2779287199510312,71,True,True,True,False,50.129095459378114,0.002002033354599163,10,5000,49,full
0.01,4,-1.2779287196158389,68,True,True,True,False,50.128909209637015,0.002002016783763709,10,5000,49,full
0.01,5,-1.2779279810823088,95,True,True,True,False,50.12305384807751,0.0020015040220793395,10,5000,49,full
0.01,6,-1.2779279815741034,119,True,True,True,False,50.12303639543958,0.002001502412037243,10,5000,49,full
0.01,7,-1.268375924319668,82,True,True,True,True,37.31564979757552,0.001382928174569601,10,5000,49,full
0.01,8,-1.2779287192130666,63,True,True,True,False,50.12903817878457,0.002002028264004109,10,5000,49,full
0.01,9,-1.2779279730970188,83,True,True,True,False,50.11827216194224,0.00200108120702383,10,5000,49,full
0.001,0,-1.2779279805620543,116,True,True,True,False,50.12297551878186,0.0020014970887520162,10,5000,49,full
0.001,1,-1.277928720565233,69,True,True,True,False,50.129121032175256,0.0020020356278948877,10,5000,49,full
0.001,2,-1.2683759246091342,86,True,True,True,False,37.315355356837195,0.00138291739028851,10,5000,49,full
0.001,3,-1.27792871773925,72,True,True,True,False,50.12892853497503,0.002002018509377372,10,5000,49,full
0.001,4,-1.2779287196007896,68,True,True,True,False,50.12890594661737,0.0020020164934874294,10,5000,49,full
0.001,5,-1.2779279810729964,95,True,True,True,False,50.12305330405108,0.0020015039745414783,10,5000,49,full
0.001,6,-1.27792798062736,120,True,True,True,False,50.12297943395926,0.0020014974308623784,10,5000,49,full
0.001,7,-1.2683759249908375,81,True,True,True,False,37.3150253135988,0.0013829053023852965,10,5000,49,full
0.001,8,-1.2779287191613904,63,True,True,True,False,50.12903374583413,0.0020020278697264905,10,5000,49,full
0.001,9,-1.2779279729391175,83,True,True,True,False,50.118340458861645,0.002001087260769772,10,5000,49,full
0.0001,0,-1.2779279804890595,116,True,True,True,False,50.12297094324718,0.002001496688615342,10,5000,49,full
0.0001,1,-1.2779287205619256,69,True,True,True,False,50.12912030246773,0.002002035562978259,10,5000,49,full
0.0001,2,-1.268375924644662,86,True,True,True,False,37.3153222733531,0.0013829161785772304,10,5000,49,full
0.0001,3,-1.2779287174763265,72,True,True,True,False,50.12894570814014,0.00200202003819711,10,5000,49,full
0.0001,4,-1.2779287195993003,68,True,True,True,False,50.1289056248524,0.0020020164648634903,10,5000,49,full
0.0001,5,-1.2779279810720408,95,True,True,True,False,50.123053248102224,0.00200150396965302,10,5000,49,full
0.0001,6,-1.277927980672911,120,True,True,True,False,50.12298226020463,0.0020014976780080543,10,5000,49,full
0.0001,7,-1.2683759414964528,91,True,True,True,False,37.325320003069585,0.0013832822938381116,10,5000,49,full
0.0001,8,-1.2779287191560138,63,True,True,True,False,50.12903329576766,0.002002027829697132,10,5000,49,full
0.0001,9,-1.2779279729226356,83,True,True,True,False,50.11834773970713,0.0020010879061351607,10,5000,49,full
0.01,0,-1.2702474344824812,99,True,True,True,False,51.046715027724765,0.001995084704314503,10,5000,50,full
0.01,1,-1.2563509865959392,73,True,True,True,False,38.05456408214789,0.0013635120997003741,10,5000,50,full
0.01,2,-1.2702474259143677,72,True,True,True,False,51.041092060901065,0.001994550495445709,10,5000,50,full
0.01,3,-1.2702498877525845,72,True,True,True,False,51.05621224052311,0.0019959577764594185,10,5000,50,full
0.01,4,-1.270247433554023,119,True,True,True,False,51.04654640244496,0.001995068738889888,10,5000,50,full
0.01,5,-1.270247434342501,93,True,True,True,False,51.0467504494442,0.001995088288483045,10,5000,50,full
0.01,6,-1.2563509862453273,74,True,True,True,False,38.054987029821376,0.0013635268280606054,10,5000,50,full
0.01,7,-1.2702474342020407,107,True,True,True,False,51.04664778437001,0.0019950782759138885,10,5000,50,full
0.01,8,-1.2702474259888923,60,True,True,True,False,51.041059970438205,0.00199454756564614,10,5000,50,full
0.01,9,-1.2563509864147533,59,True,True,True,False,38.05476874916199,0.001363519230486533,10,5000,50,full
0.001,0,-1.2702474344405195,99,True,True,True,False,51.04670894551214,0.0019950841333705336,10,5000,50,full
0.001,1,-1.2563509866741709,73,True,True,True,False,38.05448294234111,0.0013635092742814627,10,5000,50,full
0.001,2,-1.270247435082752,56,True,True,True,False,51.04709034697475,0.001995121795344549,10,5000,50,full
0.001,3,-1.270249887710935,72,True,True,True,False,51.0562034315002,0.0019959569336042518,10,5000,50,full
0.001,4,-1.2702474334939566,119,True,True,True,False,51.046537343878526,0.0019950678894128998,10,5000,50,full
0.001,5,-1.2702474345219228,93,True,True,True,False,51.04677637472827,0.001995090717622982,10,5000,50,full
0.001,6,-1.2563509862332336,74,True,True,True,False,38.0550039401674,0.0013635274168803642,10,5000,50,full
0.001,7,-1.270247434286978,107,True,True,True,False,51.04665961702599,0.001995079384555627,10,5000,50,full
0.001,8,-1.2702474264132506,62,True,True,True,False,51.04084061051884,0.0019945266230800155,10,5000,50,full
0.001,9,-1.2563509861636297,63,True,True,True,True,38.05510639786464,0.0013635309836400778,10,5000,50,full
0.0001,0,-1.2702474344364787,99,True,True,True,False,51.04670836067988,0.001995084078463866,10,5000,50,full
0.0001,1,-1.2563509866828546,73,True,True,True,False,38.05447413953297,0.0013635089677520144,10,5000,50,full
0.0001,2,-1.2702474363513017,58,True,True,True,False,51.04733877802484,0.001995145395670867,10,5000,50,full
0.0001,3,-1.2702498877065649,72,True,True,True,False,51.056202514100846,0.001995956845826546,10,5000,50,full
0.0001,4,-1.2702474334868983,119,True,True,True,False,51.04653629363944,0.0019950677909227276,10,5000,50,full
0.0001,5,-1.2702474345410384,93,True,True,True,False,51.04677909781727,0.0019950909727389403,10,5000,50,full
0.0001,6,-1.256350986231993,74,True,True,True,False,38.05500577426371,0.0013635274807437985,10,5000,50,full
0.0001,7,-1.2702474342958974,107,True,True,True,False,51.04666085237616,0.001995079500292853,10,5000,50,full
0.0001,8,-1.2702474266597426,62,True,True,True,False,51.040726126649844,0.0019945157233924116,10,5000,50,full
0.0001,9,-1.2702474340440797,114,True,True,True,False,51.04661930370336,0.0019950755791055914,10,5000,50,full
0.01,0,-1.2700297334700288,67,True,True,True,False,37.6921788765053,0.0013539909400281428,10,5000,51,full
0.01,1,-1.2849148165390605,122,True,True,True,False,51.26285056352744,0.0019964517851470535,10,5000,51,full
0.01,2,-1.2849161220214345,68,True,True,True,False,51.270939073929405,0.0019971136334750164,10,5000,51,full
0.01,3,-1.2849161210438949,72,True,True,True,False,51.270802649515666,0.001997102225650262,10,5000,51,full
0.01,4,-1.2849161209099789,80,True,True,True,False,51.270876238073896,0.0019971083813255163,10,5000,51,full
0.01,5,-1.284914815968652,133,True,True,True,False,51.262791375733094,0.001996446919524927,10,5000,51,full
0.01,6,-1.284914816986192,95,True,True,True,False,51.26294053024282,0.0019964592729844544,10,5000,51,full
0.01,7,-1.2849148177137797,80,True,True,True,False,51.26325356859761,0.001996485511013877,10,5000,51,full
