min_covar,restart,ll_per_obs,n_iter,em_converged,health_ok,kept,is_winner,max_condition_number,min_eigenvalue,N,T,seed,covariance_type
0.01,5,-1.2440578602706178,65,True,True,True,False,53.169173815037624,0.0018647801009089116,10,1000,43,full
0.01,6,-1.2440578630621284,64,True,True,True,False,53.1693923868314,0.001864794242879123,10,1000,43,full
0.01,7,-1.2440578665161002,59,True,True,True,False,53.169658172361814,0.001864811441761498,10,1000,43,full
0.01,8,-1.2422589754038451,85,True,True,True,False,41.019543861798226,0.001313751245274673,10,1000,43,full
0.01,9,-1.2440578615445648,63,True,True,True,False,53.16927400961398,0.0018647865844739241,10,1000,43,full
0.001,0,-1.2422589735159821,105,True,True,True,True,41.020349588976764,0.0013137834140976472,10,1000,43,full
0.001,1,-1.2440578602449672,66,True,True,True,False,53.169171792328896,0.001864779970131144,10,1000,43,full
0.001,2,-1.244057865056433,61,True,True,True,False,53.16954643775503,0.0018648042106601448,10,1000,43,full
0.001,3,-1.2440578603928214,64,True,True,True,False,53.16918346839132,0.001864780725967242,10,1000,43,full
0.001,4,-1.2440578646336355,64,True,True,True,False,53.16951393098685,0.0018648021076164594,10,1000,43,full
0.001,5,-1.2440578601221415,65,True,True,True,False,53.169162090011945,0.001864779342251372,10,1000,43,full
0.001,6,-1.2440578630417745,64,True,True,True,False,53.16939080650302,0.001864794140629435,10,1000,43,full
0.001,7,-1.2440578667811049,59,True,True,True,False,53.1696783535236,0.0018648127474850727,10,1000,43,full
0.001,8,-1.2422589752068944,85,True,True,True,False,41.019618184522145,0.001313754212602621,10,1000,43,full
0.001,9,-1.2440578615647586,63,True,True,True,False,53.169275591163235,0.0018647866868053101,10,1000,43,full
0.0001,0,-1.2422589761596987,106,True,True,True,False,41.01927339931154,0.0013137404471201977,10,1000,43,full
0.0001,1,-1.2440578602386414,66,True,True,True,False,53.16917129193657,0.001864779937753872,10,1000,43,full
0.0001,2,-1.244057865037407,61,True,True,True,False,53.16954497684388,0.0018648041161366477,10,1000,43,full
0.0001,3,-1.2440578603145458,64,True,True,True,False,53.1691772935891,0.0018647803264511815,10,1000,43,full
0.0001,4,-1.24405786461981,64,True,True,True,False,53.16951286560378,0.0018648020386821723,10,1000,43,full
0.0001,5,-1.244057860106829,65,True,True,True,False,53.16916088017472,0.0018647792639702049,10,1000,43,full
0.0001,6,-1.244057863039691,64,True,True,True,False,53.16939064421751,0.0018647941301288345,10,1000,43,full
0.0001,7,-1.2440578599813596,60,True,True,True,False,53.16915099040789,0.0018647786252284316,10,1000,43,full
