N,T,seed,total_obs,cov_type_used,min_covar_used,n_restarts_succeeded,n_restarts_attempted,converged,n_iter_full,tried_fallback,ll_per_obs_full,max_condition_number,min_eigenvalue,state_collapse,reliable,sufficiency_warning,ari_full,accuracy_full,unstable_recall_full,diag_fit_failed,ari_diag,accuracy_diag,ll_per_obs_diag,diag_bic_failed,bic_opt_k_diag,bic_opt_k_full
20,5000,49,100000,full,0.01,30,30,True,80,False,-1.2697570667333877,37.364889508292265,0.0013158950725647935,False,True,False,0.34338814004295726,0.65811,1.0,False,0.3366974185042755,0.64,-1.849894690863465,False,8.0,8
20,5000,50,100000,full,0.01,30,30,True,80,False,-1.2699499732621302,37.7206009867006,0.00130950558344029,False,True,False,0.34420640834907074,0.65849,1.0,False,0.3374829969017042,0.64058,-1.8503964414696055,False,8.0,7
20,5000,51,100000,full,0.0001,30,30,True,67,False,-1.2700795544715082,37.669325283168575,0.0013029150403790406,False,True,False,0.34451512740815726,0.65817,1.0,False,0.3381384292896225,0.64105,-1.8487729016988494,False,8.0,8
50,500,42,25000,full,0.0001,30,30,True,108,False,-1.1733820286585517,41.510741170431444,0.00115590049103251,False,True,False,0.344699938925431,0.65948,0.9999999999999998,False,0.33840134440202274,0.6406,-1.769019565058538,False,7.0,8
50,500,43,25000,full,0.0001,30,30,True,84,False,-1.1787387187030216,41.71260385811074,0.0011731992846543723,False,True,False,0.3451798761043067,0.66056,0.9999999999999998,False,0.34016793739555407,0.64276,-1.7743299741161844,False,8.0,8
50,500,44,25000,full,0.01,30,30,True,118,False,-1.1587099294604202,41.47093626376579,0.0011509035638261065,False,True,False,0.3472063496622981,0.66116,0.9999999999999998,False,0.34143629229073363,0.64304,-1.7569855825673597,False,8.0,8
50,500,45,25000,full,0.0001,30,30,True,80,False,-1.188087590984115,42.11284726996431,0.0011539396042597625,False,True,False,0.3490713947906197,0.66316,0.9999999999999998,False,0.34324344113753236,0.6458,-1.7822925907523426,False,8.0,8
50,500,46,25000,full,0.0001,30,30,True,55,False,-1.1906349161040595,42.072422087922554,0.0011407079661089443,False,True,False,0.35117254312178087,0.66444,0.9999999999999998,False,0.34530612127423926,0.64644,-1.7835398695934583,False,7.0,7
50,500,47,25000,full,0.01,30,30,True,45,False,-1.214451163823022,42.27349003420252,0.0011518475403927727,False,True,False,0.3504020227710609,0.66396,0.9999999999999998,False,0.3457046365761584,0.64724,-1.804350063542125,False,8.0,8
50,500,48,25000,full,0.0001,30,30,True,58,False,-1.2173314122426737,41.74880387777968,0.0011425398235482742,False,True,False,0.3492253025979285,0.66244,0.9999999999999998,False,0.34399483631995953,0.64588,-1.8063202290045999,False,7.0,7
50,500,49,25000,full,0.0001,30,30,True,86,False,-1.2577386856015023,55.75960502405879,0.0016945133947653915,False,True,False,0.3576756536805721,0.61684,0.9987861622496458,False,0.3435588486411265,0.64628,-1.8352198009016378,False,7.0,7
50,500,50,25000,full,0.0001,30,30,True,79,False,-1.2337047348372692,42.77242209624504,0.001115753583326465,False,True,False,0.34720722675895627,0.65968,0.9999999999999998,False,0.34114330574816976,0.64288,-1.8218002238460056,False,7.0,8
50,500,51,25000,full,0.0001,30,30,True,76,False,-1.2607990860459628,41.4490055074982,0.0011705222546083598,False,True,False,0.34825750384509363,0.66092,0.9999999999999998,False,0.3416138324794348,0.6428,-1.8376090185333285,False,8.0,8
50,1000,42,50000,full,0.01,30,30,True,54,False,-1.2602244716913744,38.22232996878725,0.0012440690857019785,False,True,False,0.3408164570189916,0.6569,0.9999999999999998,False,0.3350474962759282,0.63706,-1.8358788708577718,False,8.0,8
50,1000,43,50000,full,0.01,30,30,True,103,False,-1.2645794128596048,38.30100142225607,0.0012588318659692563,False,True,False,0.34117111027696817,0.65774,0.9999999999999998,False,0.3359543632450079,0.63868,-1.8394910706482006,False,8.0,8
50,1000,44,50000,full,0.001,30,30,True,54,False,-1.2522453860333933,50.257477890619946,0.0017925522960067538,False,True,False,0.3554626288760692,0.61574,0.9982098458478367,False,0.3368683236398197,0.63868,-1.8254162148345954,False,8.0,8
50,1000,45,50000,full,0.0001,30,30,True,69,False,-1.2705115505763125,50.894489303935565,0.0017842052515859583,False,True,False,0.35465921028698716,0.61466,0.9982133995037219,False,0.33740598271908206,0.63964,-1.8432697720868347,False,8.0,8
50,1000,46,50000,full,0.0001,30,30,True,103,False,-1.2554470119553358,38.649811947322625,0.001218560692565972,False,True,False,0.34337192095205676,0.6581,0.9999999999999998,False,0.33809860989810736,0.63926,-1.8319222573699852,False,8.0,7
50,1000,47,50000,full,0.001,30,30,True,80,False,-1.2676308953313884,38.62402654320077,0.0012263385697284103,False,True,False,0.3435721438965449,0.65852,0.9999999999999998,False,0.3390707432433849,0.64106,-1.84184126500249,False,8.0,8
50,1000,48,50000,full,0.01,30,30,True,92,False,-1.2741812846470535,38.80869350796099,0.0012126139621240406,False,True,False,0.34346950104153945,0.65814,0.9999999999999998,False,0.3386855638692097,0.64058,-1.8487136686963552,False,8.0,8
50,1000,49,50000,full,0.01,30,30,True,91,False,-1.2861568429571517,39.16542849517653,0.0012275225216422424,False,True,False,0.34228789107558577,0.65784,0.9999999999999998,False,0.33725782574847984,0.64018,-1.8607033708023477,False,8.0,8
50,1000,50,50000,full,0.001,30,30,True,73,False,-1.274441431618568,39.62321404263761,0.0012044080085344055,False,True,False,0.3419694375688893,0.6569,0.9999999999999998,False,0.33619646050059,0.63816,-1.8505349367125479,False,7.0,7
50,1000,51,50000,full,0.0001,30,30,True,55,False,-1.2960745890883387,51.21750607591585,0.0017773037246219291,False,True,False,0.3567461311337701,0.61398,0.9983252881489507,False,0.3379704710362962,0.63972,-1.8701219995448828,False,7.0,7
50,2000,42,100000,full,0.001,30,30,True,69,False,-1.2686792388584336,37.52892592400109,0.0013193827254883036,False,True,False,0.3429760521416919,0.65887,1.0,False,0.33777106690469977,0.63938,-1.8446716672444372,False,8.0,8
50,2000,43,100000,full,0.0001,30,30,True,81,False,-1.2701741612015531,37.583671717820586,0.001327549083657148,False,True,False,0.34294461999677617,0.65922,1.0,False,0.33792825897872397,0.64002,-1.8456485246578673,False,8.0,8
50,2000,44,100000,full,0.01,30,30,True,82,False,-1.2608455221221353,37.39585726722264,0.0013178522074776314,False,True,False,0.3431293547665321,0.65872,1.0,False,0.3380003117095478,0.63965,-1.836632038530945,False,8.0,8
50,2000,45,100000,full,0.0001,30,30,True,61,False,-1.2762157511810615,49.47497620806776,0.0019117076336891523,False,True,False,0.3556778046099432,0.61329,0.9980518507417953,False,0.33851360890530763,0.63995,-1.8457598580678831,False,8.0,7
50,2000,46,100000,full,0.01,30,30,True,87,False,-1.2713439116213288,37.987910950132715,0.001297745741488692,False,True,False,0.34429034622328386,0.65892,1.0,False,0.33898863626907244,0.63982,-1.8462793437995613,False,8.0,8
50,2000,47,100000,full,0.01,30,30,True,111,False,-1.2845868819999704,37.93530723708985,0.0013036445407929973,False,True,False,0.34459535824701254,0.65906,0.9999502710229251,False,0.3398170612335463,0.64068,-1.8570377247281666,False,8.0,8
50,2000,48,100000,full,0.01,30,30,True,100,False,-1.291212011555364,38.18340998809718,0.0012962590443922582,False,True,False,0.34513843871369787,0.65945,0.9999010831396211,False,0.3399109971411898,0.64059,-1.8631412414315038,False,8.0,8
50,2000,49,100000,full,0.01,30,30,True,101,False,-1.2937863711404727,38.215821750159435,0.0013098032265229183,False,True,False,0.3448572087877925,0.65973,0.9999007394907936,False,0.33900401735146624,0.64016,-1.8655786157812857,False,8.0,7
50,2000,50,100000,full,0.01,30,30,True,64,False,-1.286770894721644,49.683201811385125,0.0019195804942011086,False,True,False,0.3586490888197344,0.61552,0.998109546788717,False,0.33880797337638957,0.63908,-1.857234979328924,False,8.0,7
50,2000,51,100000,full,0.0001,30,30,True,91,False,-1.2934623479886382,38.17019073122426,0.0013155379609168225,False,True,False,0.3447631411424978,0.65918,0.9999006852716258,False,0.339081609593257,0.63934,-1.8647206351600165,False,8.0,8
50,5000,42,250000,full,0.0001,30,30,True,91,False,-1.294475827646054,37.39809011172127,0.0013350992193973722,False,True,False,0.34631283384018036,0.660512,0.9999407863571766,False,0.33994637287757734,0.642236,-1.867585929737144,False,8.0,8
50,5000,43,250000,full,0.01,30,30,True,86,False,-1.296083517857848,37.54582163372425,0.001338221317357797,False,True,False,0.3459741790391392,0.660432,0.999921004818706,False,0.3402002008590652,0.642852,-1.8686602137992057,False,8.0,8
50,5000,44,250000,full,0.01,30,30,True,90,False,-1.2948094243928474,37.52038599200147,0.0013351171900153752,False,True,False,0.3460445145286487,0.66026,0.9999210406837877,False,0.3401580261344785,0.642592,-1.8672554124055383,False,8.0,8
50,5000,45,250000,full,0.0001,30,30,True,86,False,-1.2977447399600868,37.80940079298053,0.0013222172000104033,False,True,False,0.3466166402041487,0.66034,0.9999409169686466,False,0.3409805939764598,0.643184,-1.869779205312367,False,8.0,8
50,5000,46,250000,full,0.0001,30,30,True,98,False,-1.3027614345294107,37.7900634499301,0.0013216970264103174,False,True,False,0.34660941669847445,0.660148,0.9999409750914886,False,0.3411350354383822,0.643112,-1.8743118706438486,False,8.0,7
50,5000,47,250000,full,0.01,30,30,True,87,False,-1.3072517218429909,37.84183700492242,0.0013222773612398874,False,True,False,0.3466124141069704,0.660112,0.9999212970250275,False,0.3413782347190506,0.643376,-1.878491526950811,False,8.0,7
50,5000,48,250000,full,0.0001,30,30,True,90,False,-1.3113097286906106,37.942378292781484,0.0013180290368694147,False,True,False,0.3467019041063262,0.660168,0.9999018742027279,False,0.3414573671886975,0.643404,-1.8817535695269045,False,8.0,8
50,5000,49,250000,full,0.01,30,30,True,67,False,-1.318343970924198,49.58793587960377,0.001991898587571582,False,True,False,0.3608830272148851,0.615188,0.9983282854108484,False,0.3408724795801266,0.643124,-1.8828467366499706,False,8.0,7
50,5000,50,250000,full,0.0001,30,30,True,81,False,-1.3045280559401733,37.97550929505746,0.0013160296894088848,False,True,False,0.3458539000065779,0.659348,0.9999408680569244,False,0.3406955852381404,0.642808,-1.876096912197421,False,8.0,8
50,5000,51,250000,full,0.001,30,30,True,87,False,-1.310176447807279,37.825501993543696,0.0013234014478911782,False,True,False,0.3462747887750638,0.659676,0.9999213589178987,False,0.34114800852586136,0.642972,-1.8803745642676888,False,7.0,8
