episode,mean_reward,std_reward,mean_unstable,std_unstable,mean_mah,std_mah
36,345.295,50.0098740250363,0.1502605210420842,0.03951556241245212,3.0764692267418488,0.3538484715244567
37,343.4650000000001,42.76736489427423,0.15153306613226453,0.03414761447096906,3.088415577791052,0.31649907560695284
38,341.12500000000006,49.499090900742814,0.15326653306613228,0.038597839495001174,3.1041126757610904,0.3469528929329762
39,338.98,49.18787960463431,0.15484969939879759,0.03888640587192777,3.1173482950468347,0.3538837619903804
40,337.76500000000004,45.00874914947093,0.1558316633266533,0.03703499530369987,3.127304495979149,0.3412112315696545
41,336.745,48.881591627114595,0.15650300601202405,0.03948760370422371,3.136955919884928,0.36365985049767086
42,335.65,45.30993268589129,0.15717434869739477,0.03736427131268357,3.144538525267789,0.3509737815638303
43,334.81,43.76788205979357,0.15768537074148295,0.0353267167417998,3.1489422684066826,0.31192914291827156
44,334.18,48.06815473887051,0.15797595190380764,0.03794937231122312,3.151116683651683,0.3495513391279906
45,333.20500000000004,49.266494699744975,0.15864729458917837,0.03790847479966321,3.15632403058997,0.3422295773607777
46,332.3800000000001,49.743944355066986,0.15917835671342684,0.03870628778570405,3.1601388334435536,0.3336570361505501
47,331.63000000000005,49.226288708372074,0.15969939879759518,0.038980274104088115,3.165737878807744,0.3492339982251187
48,332.18500000000006,53.9958331725699,0.15926853707414831,0.041750153640612415,3.1613734687377515,0.3749786198488586
49,332.935,51.80019304983332,0.15880761523046094,0.040689259527549,3.159030981545361,0.37380048916573644
50,334.51,51.23328995877583,0.15759519038076156,0.03979608748863756,3.1500562750644256,0.3436090729756564
51,336.085,51.02117207591373,0.15638276553106212,0.04014223649732817,3.1388718828407756,0.3567081933146593
52,336.4,53.432644516250555,0.15617234468937877,0.0406719832815579,3.1367266949929125,0.3589864333022958
53,337.3449999999999,52.11264242005006,0.15552104208416834,0.04070295191083622,3.1308076435733465,0.3607404387396768
54,336.955,40.50444420060594,0.1559418837675351,0.03069126990493088,3.133935019829635,0.2726992898117394
55,337.495,47.62352359916263,0.1556312625250501,0.03598798912001287,3.1317822837698253,0.3026316473987854
56,338.83000000000004,46.98880185746387,0.15474949899799598,0.03560147172938269,3.1259981786477558,0.31872905154133957
57,340.01500000000004,47.73772093428843,0.15397795591182367,0.03537854660203626,3.1192997670658293,0.3085952793380029
58,340.7950000000001,53.26668752607018,0.15337675350701405,0.04015961563227439,3.115183474354835,0.3424656838923113
59,340.9750000000001,48.29534139024177,0.15340681362725453,0.035705523917387176,3.1186785546411198,0.30652260240171525
60,339.1450000000001,49.024764150376086,0.1547795591182365,0.03657465613047326,3.131708674335391,0.3089216449118939
61,337.525,50.53263796795097,0.15615230460921845,0.03868553082094667,3.1439746044079584,0.3651667710386318
62,337.525,54.02395302085918,0.156312625250501,0.04143016980467612,3.1465016505792893,0.3798828955305275
63,337.22499999999997,50.480961757874624,0.15692384769539075,0.0374277670672399,3.155536549145597,0.31916277323868514
64,337.46500000000003,50.32136723102821,0.1570541082164329,0.0362531641443096,3.158993634386956,0.3325442348767433
65,337.72,52.976976131145875,0.15701402805611225,0.040352158226138725,3.159409912642858,0.38115225673750697
66,338.21500000000003,55.53059967261294,0.15688376753507016,0.04106309738873528,3.158579377939512,0.3875333905745943
67,338.035,49.44178394839734,0.15729458917835676,0.036637054000128476,3.1631667574513407,0.3490906181513893
68,337.81,51.15857699350129,0.1577855711422846,0.037840214054250365,3.1685517254516684,0.3556381338500904
69,337.96,50.07821382597427,0.15784569138276555,0.03724369507608489,3.1661162031569843,0.3648489881852099
70,338.92,48.386568384211756,0.15734468937875754,0.03619703940579023,3.158948390591183,0.3526405644135159
71,339.415,49.1384523565812,0.15715430861723448,0.03685631721866982,3.1548482613410758,0.3559162914210429
72,339.46,48.028116765078344,0.15739478957915834,0.03650637658359054,3.1550154887591724,0.3634390938023267
73,339.235,50.72994677702708,0.1575350701402806,0.0384665149499991,3.153423521521655,0.38090674183839485
74,340.36,49.58628842734653,0.15663326653306614,0.03901953364569709,3.1446836192664556,0.39977585682679107
75,341.42499999999995,47.810955857418286,0.15584168336673349,0.036908583353014314,3.135398045657553,0.3768074527824123
76,342.235,44.51336877837939,0.15522044088176357,0.03407992251620251,3.128540288877246,0.34495053632309197
77,343.3,46.21825937873472,0.15423847695390783,0.03503562573011824,3.1174426866327707,0.3451722620372227
78,344.71000000000004,48.08313113764535,0.15296593186372748,0.03740522700673895,3.1016947886444712,0.36527033106543333
79,345.97,46.730717948689815,0.15173346693386774,0.0363527275057214,3.086086427411498,0.34297879658136343
80,347.39500000000004,46.44771253786348,0.15053106212424852,0.03554657764811182,3.0722644955504173,0.33482964795877856
81,349.21,48.98458941340634,0.1491482965931864,0.03806085548653084,3.059042288647233,0.354468941286968
82,350.62,47.092356067625246,0.14789579158316632,0.03695153857619163,3.0461562685285464,0.34275946644082783
83,352.15000000000003,49.76632897853729,0.14657314629258517,0.03875813156329989,3.031840556453917,0.3536736927024996
84,352.45,39.44600740252427,0.14630260521042085,0.03173743894935652,3.027785896100119,0.2939321948647532
85,352.33,44.79051238822793,0.14633266533066133,0.03659661036644915,3.027034412862178,0.3273565439949354
86,352.41999999999996,40.96400859290995,0.14614228456913828,0.03396704913095856,3.024181887702199,0.31156822970491843
87,352.855,41.940761795656506,0.14582164328657315,0.0347883035422704,3.021377022300577,0.31406868853829606
88,352.03,39.78677544109349,0.14647294589178356,0.03318116264175833,3.0293280025448013,0.29213242606476003
89,351.25,46.57832113762797,0.14705410821643286,0.038482563677566535,3.0373118418244163,0.33931012496258145
90,349.915,43.322742295473404,0.1480460921843687,0.03485706816044869,3.048900067377408,0.31018907997165013
91,348.41499999999996,45.098641886424915,0.1489879759519038,0.0376140079641365,3.0587333817296676,0.32281637564689936
92,347.32,46.43196635939512,0.14958917835671343,0.03578866006775082,3.0658370260204824,0.29841313129165026
93,346.36,41.027399381389024,0.15027054108216434,0.03212216066034685,3.07496808557308,0.2748799747503659
94,344.68,48.81895123822306,0.15159318637274546,0.037431924761752666,3.0880511627960434,0.31170517222671074
95,344.14000000000004,44.44760960951669,0.1520440881763527,0.035145067397094804,3.0947179306843338,0.30968802195440115
96,343.75,49.85125374551777,0.1523547094188377,0.03814399082803228,3.0986646979217083,0.331357876684289
97,343.34499999999997,41.00545695392261,0.15268537074148297,0.031452553081251354,3.103829235940492,0.2665163421936178
98,343.3449999999999,37.891258886450316,0.15268537074148295,0.030552250757436443,3.1072018870597247,0.27387768004581736
99,343.97499999999997,43.36427100736274,0.1523046092184369,0.03366852751012168,3.1086839138771234,0.29572437520854356
100,344.815,34.79353388203044,0.15166332665330665,0.028252071169799785,3.105811017144551,0.2534726324250779
101,345.1,48.09740117719459,0.15160320641282565,0.036656779770385256,3.108223718902389,0.3206233064390424
102,345.745,46.76031971661442,0.1513426853707415,0.036245824367742735,3.1090464272667298,0.3216351964652866
103,346.75,43.389946992362184,0.15066132264529059,0.03305383265506959,3.1045137142533346,0.2801477266888964
104,348.595,42.70023419139525,0.14920841683366734,0.03217337975647504,3.0945986081524235,0.2684927051049705
105,349.45000000000005,48.24196824342887,0.14860721442885771,0.036954798958125555,3.091486042986804,0.3158228615842092
106,350.125,45.9597650124541,0.1481162324649299,0.03397059595521768,3.089872890977593,0.27744017687420164
107,349.99,44.83570006144658,0.14814629258517037,0.033144832559266695,3.090540958350572,0.28446064800202275
108,350.63500000000005,53.05082468727512,0.14768537074148297,0.03878105031551938,3.086851283582406,0.32522824970621655
109,350.87500000000006,51.91712145333175,0.14756513026052104,0.03929389091721769,3.0864296947094143,0.3328560235509387
110,351.68500000000006,46.412579113856616,0.1469739478957916,0.03417700393718115,3.08190926968056,0.28525601070482165
111,352.51000000000005,46.760319716614426,0.14640280561122246,0.03364645311013245,3.0772802398609773,0.2759955409844114
112,352.8400000000001,42.13798761212975,0.1460921843687375,0.03104256284958199,3.072823872978185,0.25756922428812284
113,353.38000000000005,41.48767889385956,0.14564128256513026,0.031138151189500043,3.069247463732426,0.2599936621277932
114,353.53000000000003,43.32481967648567,0.1454809619238477,0.031868768585733585,3.0648914234568414,0.26087079477917463
115,353.90500000000003,48.485049242008614,0.14518036072144289,0.036428186105277205,3.060057565141257,0.29572545607336154
116,354.19,42.837016702847095,0.1450200400801603,0.03261611547549599,3.056642688861059,0.2781629883601139
117,354.955,44.51741232371891,0.14457915831663326,0.034062831132381725,3.0512760093541234,0.2884837806140529
118,355.375,48.04310564482692,0.14430861723446894,0.035848225068772416,3.0460290252004922,0.3001983873748171
119,355.65999999999997,45.63058185033366,0.14407815631262527,0.034127615177364894,3.040638488278381,0.2912579285870003
