episode,total_reward,unstable_frac,mean_mah,epsilon,n_steps,frac_stable,frac_exploratory,frac_adaptive,frac_unstable,agent_id
22,481.0,0.028056112224448898,1.7964270597058134,0.5116560972597763,499,0.49899799599198397,0.24248496993987975,0.23046092184368738,0.028056112224448898,agent_0000
23,442.0,0.06012024048096192,2.2099105604440283,0.496306414341983,499,0.4529058116232465,0.250501002004008,0.23647294589178355,0.06012024048096192,agent_0000
24,484.0,0.01603206412825651,1.6957485573681137,0.48141722191172354,499,0.4188376753507014,0.2785571142284569,0.2865731462925852,0.01603206412825651,agent_0000
25,481.0,0.018036072144288578,1.7233709052308444,0.4669747052543718,499,0.5190380761523046,0.23246492985971945,0.23046092184368738,0.018036072144288578,agent_0000
26,484.0,0.02404809619238477,1.8570769308174935,0.4529654640967406,499,0.43286573146292584,0.2785571142284569,0.26452905811623245,0.02404809619238477,agent_0000
27,469.0,0.028056112224448898,1.831706237823231,0.4393765001738384,499,0.4248496993987976,0.2565130260521042,0.2905811623246493,0.028056112224448898,agent_0000
28,466.0,0.036072144288577156,1.9233818633054731,0.42619520516862325,499,0.4649298597194389,0.27054108216432865,0.22845691382765532,0.036072144288577156,agent_0000
29,490.0,0.008016032064128256,1.6276874707691444,0.4134093490135645,499,0.48697394789579157,0.24849699398797595,0.2565130260521042,0.008016032064128256,agent_0000
30,475.0,0.028056112224448898,1.7996103562526053,0.4010070685431576,499,0.5991983967935872,0.19238476953907815,0.18036072144288579,0.028056112224448898,agent_0000
31,484.0,0.02004008016032064,1.7688120227233204,0.38897685648686287,499,0.5170340681362725,0.23246492985971945,0.23046092184368738,0.02004008016032064,agent_0000
32,475.0,0.018036072144288578,1.7658654315280176,0.377307550792257,499,0.43687374749499,0.2865731462925852,0.25851703406813625,0.018036072144288578,agent_0000
33,475.0,0.03006012024048096,1.979654168051077,0.36598832426848926,499,0.46693386773547096,0.250501002004008,0.25250501002004005,0.03006012024048096,agent_0000
34,472.0,0.028056112224448898,1.9867008712281937,0.35500867454043455,499,0.46893787575150303,0.23847695390781562,0.26452905811623245,0.028056112224448898,agent_0000
35,496.0,0.006012024048096192,1.6391235804246589,0.3443584143042215,499,0.4789579158316633,0.2605210420841683,0.2545090180360721,0.006012024048096192,agent_0000
36,484.0,0.014028056112224449,1.642374064553857,0.3340276618750948,499,0.533066132264529,0.22444889779559118,0.22845691382765532,0.014028056112224449,agent_0000
37,478.0,0.022044088176352707,1.8528484003279557,0.32400683201884195,499,0.4789579158316633,0.25851703406813625,0.24048096192384769,0.022044088176352707,agent_0000
38,493.0,0.01603206412825651,1.7234016285352074,0.3142866270582767,499,0.5290581162324649,0.23647294589178355,0.218436873747495,0.01603206412825651,agent_0000
39,466.0,0.03206412825651302,1.890532670647191,0.3048580282465284,499,0.5350701402805611,0.2124248496993988,0.22044088176352705,0.03206412825651302,agent_0000
40,493.0,0.012024048096192385,1.6678057697574764,0.2957122873991326,499,0.45490981963927857,0.24448897795591182,0.28857715430861725,0.012024048096192385,agent_0000
41,493.0,0.012024048096192385,1.6246056311389496,0.2868409187771586,499,0.44488977955911824,0.25250501002004005,0.2905811623246493,0.012024048096192385,agent_0000
42,463.0,0.03006012024048096,1.9015543046389134,0.27823569121384384,499,0.4248496993987976,0.2985971943887776,0.24649298597194388,0.03006012024048096,agent_0000
43,469.0,0.02404809619238477,1.8366976389221727,0.2698886204774285,499,0.4188376753507014,0.32064128256513025,0.23647294589178355,0.02404809619238477,agent_0000
44,499.0,0.01002004008016032,1.6940931794475247,0.26179196186310566,499,0.3346693386773547,0.3026052104208417,0.3527054108216433,0.01002004008016032,agent_0000
45,466.0,0.03206412825651302,1.834346061467719,0.2539382030072125,499,0.4468937875751503,0.24048096192384769,0.280561122244489,0.03206412825651302,agent_0000
46,472.0,0.03006012024048096,1.8405242599433127,0.2463200569169961,499,0.5571142284569138,0.20841683366733466,0.20440881763527055,0.03006012024048096,agent_0000
47,469.0,0.03807615230460922,2.028560912035427,0.23893045520948622,499,0.561122244488978,0.20641282565130262,0.19438877755511022,0.03807615230460922,agent_0000
48,478.0,0.028056112224448898,2.0029197691159077,0.23176254155320164,499,0.41082164328657317,0.2965931863727455,0.26452905811623245,0.028056112224448898,agent_0000
49,472.0,0.028056112224448898,1.9465474685754587,0.2248096653066056,499,0.4529058116232465,0.2565130260521042,0.2625250501002004,0.028056112224448898,agent_0000
50,496.0,0.01603206412825651,1.8076296606336355,0.21806537534740741,499,0.5490981963927856,0.21442885771543085,0.22044088176352705,0.01603206412825651,agent_0000
51,469.0,0.03406813627254509,1.8893741917761353,0.2115234140869852,499,0.56312625250501,0.20040080160320642,0.20240480961923848,0.03406813627254509,agent_0000
52,490.0,0.018036072144288578,1.7562387958095411,0.20517771166437562,499,0.6172344689378757,0.18236472945891782,0.18236472945891782,0.018036072144288578,agent_0000
53,466.0,0.03006012024048096,1.806823965430481,0.19902238031444436,499,0.5090180360721442,0.22645290581162325,0.23446893787575152,0.03006012024048096,agent_0000
54,478.0,0.02404809619238477,1.7279439743514575,0.19305170890501103,499,0.5511022044088176,0.19238476953907815,0.23246492985971945,0.02404809619238477,agent_0000
55,478.0,0.026052104208416832,1.8796921304036347,0.1872601576378607,499,0.44288577154308617,0.2665330661322645,0.26452905811623245,0.026052104208416832,agent_0000
56,475.0,0.028056112224448898,1.9833171036447155,0.18164235290872485,499,0.35470941883767537,0.32064128256513025,0.2965931863727455,0.028056112224448898,agent_0000
57,490.0,0.012024048096192385,1.7365712220755454,0.1761930823214631,499,0.45691382765531063,0.24248496993987975,0.28857715430861725,0.012024048096192385,agent_0000
58,469.0,0.028056112224448898,1.9239268302833263,0.17090728985181922,499,0.33867735470941884,0.3366733466933868,0.2965931863727455,0.028056112224448898,agent_0000
59,496.0,0.006012024048096192,1.6502356796159854,0.16578007115626464,499,0.4348697394789579,0.2605210420841683,0.2985971943887776,0.006012024048096192,agent_0000
60,475.0,0.028056112224448898,1.875001885697555,0.1608066690215767,499,0.46693386773547096,0.2625250501002004,0.24248496993987975,0.028056112224448898,agent_0000
61,499.0,0.0,1.5312158046514863,0.1559824689509294,499,0.3466933867735471,0.2965931863727455,0.35671342685370744,0.0,agent_0000
62,463.0,0.026052104208416832,1.7968291840888675,0.1513029948824015,499,0.42685370741482964,0.2625250501002004,0.2845691382765531,0.026052104208416832,agent_0000
63,496.0,0.008016032064128256,1.5917271461531917,0.14676390503592945,499,0.49498997995991983,0.24248496993987975,0.2545090180360721,0.008016032064128256,agent_0000
64,460.0,0.036072144288577156,1.9938969954612642,0.14236098788485158,499,0.42084168336673344,0.2785571142284569,0.26452905811623245,0.036072144288577156,agent_0000
65,487.0,0.01002004008016032,1.757914343312614,0.13809015824830603,499,0.312625250501002,0.3346693386773547,0.342685370741483,0.01002004008016032,agent_0000
66,484.0,0.02004008016032064,1.8490124818694091,0.13394745350085685,499,0.312625250501002,0.3226452905811623,0.34468937875751504,0.02004008016032064,agent_0000
67,493.0,0.01002004008016032,1.7778441237520568,0.12992902989583113,499,0.2925851703406814,0.35671342685370744,0.3406813627254509,0.01002004008016032,agent_0000
68,466.0,0.03406813627254509,2.034574840199677,0.1260311589989562,499,0.2565130260521042,0.32665330661322645,0.38276553106212424,0.03406813627254509,agent_0000
69,457.0,0.04208416833667335,2.0620557465742286,0.12225022422898751,499,0.34468937875751504,0.3026052104208417,0.3106212424849699,0.04208416833667335,agent_0000
70,487.0,0.018036072144288578,1.9758469312186042,0.11858271750211788,499,0.218436873747495,0.38877755511022044,0.374749498997996,0.018036072144288578,agent_0000
71,472.0,0.03807615230460922,2.0047415175047645,0.11502523597705434,499,0.2985971943887776,0.3306613226452906,0.33266533066132264,0.03807615230460922,agent_0000
72,475.0,0.03006012024048096,1.92049776648224,0.1115744788977427,499,0.374749498997996,0.2985971943887776,0.2965931863727455,0.03006012024048096,agent_0000
73,490.0,0.012024048096192385,1.720565395201115,0.10822724453081042,499,0.40080160320641284,0.2685370741482966,0.3186372745490982,0.012024048096192385,agent_0000
74,490.0,0.02404809619238477,1.7569578004458886,0.10498042719488611,499,0.5410821643286573,0.20040080160320642,0.23446893787575152,0.02404809619238477,agent_0000
75,463.0,0.03807615230460922,1.9005448483063228,0.10183101437903952,499,0.5851703406813628,0.16032064128256512,0.21643286573146292,0.03807615230460922,agent_0000
76,478.0,0.022044088176352707,1.7620303183212322,0.09877608394766833,499,0.6673346693386774,0.17034068136272545,0.1402805611222445,0.022044088176352707,agent_0000
77,478.0,0.026052104208416832,1.8046906584346023,0.09581280142923829,499,0.5290581162324649,0.2124248496993988,0.23246492985971945,0.026052104208416832,agent_0000
78,469.0,0.03206412825651302,1.9498470649849458,0.09293841738636113,499,0.39879759519038077,0.28857715430861725,0.280561122244489,0.03206412825651302,agent_0000
79,457.0,0.04408817635270541,2.052860397793251,0.09015026486477029,499,0.4649298597194389,0.24649298597194388,0.24448897795591182,0.04408817635270541,agent_0000
80,478.0,0.02004008016032064,1.7906882654251317,0.08744575691882718,499,0.4529058116232465,0.3026052104208417,0.22444889779559118,0.02004008016032064,agent_0000
81,487.0,0.018036072144288578,1.7976707389193072,0.08482238421126237,499,0.4188376753507014,0.3046092184368738,0.25851703406813625,0.018036072144288578,agent_0000
82,487.0,0.02004008016032064,1.7990388912478852,0.0822777126849245,499,0.4969939879759519,0.2124248496993988,0.27054108216432865,0.02004008016032064,agent_0000
83,478.0,0.02004008016032064,1.7150208992573086,0.07980938130437676,499,0.5370741482965932,0.22645290581162325,0.21643286573146292,0.02004008016032064,agent_0000
84,496.0,0.006012024048096192,1.6102130197562885,0.07741509986524546,499,0.5891783567134269,0.20841683366733466,0.1963927855711423,0.006012024048096192,agent_0000
85,493.0,0.01002004008016032,1.6728560791939218,0.0750926468692881,499,0.41282565130260523,0.28256513026052105,0.29458917835671344,0.01002004008016032,agent_0000
86,487.0,0.01603206412825651,1.8025590736407628,0.07283986746320946,499,0.38877755511022044,0.2985971943887776,0.2965931863727455,0.01603206412825651,agent_0000
87,481.0,0.022044088176352707,1.7024848899961997,0.07065467143931317,499,0.503006012024048,0.2124248496993988,0.2625250501002004,0.022044088176352707,agent_0000
88,475.0,0.03006012024048096,1.9179796950969505,0.06853503129613378,499,0.4028056112224449,0.27054108216432865,0.2965931863727455,0.03006012024048096,agent_0000
89,496.0,0.004008016032064128,1.5794362295952746,0.06647898035724976,499,0.4228456913827655,0.3026052104208417,0.27054108216432865,0.004008016032064128,agent_0000
90,481.0,0.02004008016032064,1.7519780482357008,0.06448461094653227,499,0.43887775551102204,0.25851703406813625,0.28256513026052105,0.02004008016032064,agent_0000
91,490.0,0.01002004008016032,1.7299938105267012,0.06255007261813629,499,0.4529058116232465,0.280561122244489,0.2565130260521042,0.01002004008016032,agent_0000
92,490.0,0.01603206412825651,1.7987300789221758,0.0606735704395922,499,0.35070140280561124,0.28857715430861725,0.34468937875751504,0.01603206412825651,agent_0000
93,493.0,0.006012024048096192,1.6712200118287444,0.05885336332640443,499,0.4168336673346693,0.280561122244489,0.2965931863727455,0.006012024048096192,agent_0000
94,487.0,0.02404809619238477,1.8664340187160369,0.057087762426612294,499,0.3727454909819639,0.3046092184368738,0.2985971943887776,0.02404809619238477,agent_0000
95,472.0,0.028056112224448898,1.9446741896537068,0.05537512955381393,499,0.39879759519038077,0.2685370741482966,0.3046092184368738,0.028056112224448898,agent_0000
96,499.0,0.004008016032064128,1.748395667109397,0.053713875667199505,499,0.3787575150300601,0.3306613226452906,0.2865731462925852,0.004008016032064128,agent_0000
97,478.0,0.026052104208416832,1.9162155162991934,0.05210245939718352,499,0.36072144288577157,0.30861723446893785,0.3046092184368738,0.026052104208416832,agent_0000
98,454.0,0.04208416833667335,1.9732525903480276,0.05053938561526801,499,0.44889779559118237,0.2605210420841683,0.24849699398797595,0.04208416833667335,agent_0000
99,481.0,0.022044088176352707,1.8065311957383094,0.05,499,0.48697394789579157,0.22645290581162325,0.26452905811623245,0.022044088176352707,agent_0000
100,490.0,0.01603206412825651,1.6559397364975876,0.05,499,0.5430861723446894,0.23046092184368738,0.21042084168336672,0.01603206412825651,agent_0000
101,493.0,0.01002004008016032,1.579238172085707,0.05,499,0.7294589178356713,0.11623246492985972,0.14428857715430862,0.01002004008016032,agent_0000
102,466.0,0.028056112224448898,1.7656894551730884,0.05,499,0.5571142284569138,0.20040080160320642,0.21442885771543085,0.028056112224448898,agent_0000
103,490.0,0.014028056112224449,1.6571152778171785,0.05,499,0.717434869739479,0.1282565130260521,0.1402805611222445,0.014028056112224449,agent_0000
104,487.0,0.018036072144288578,1.8080533832968122,0.05,499,0.7234468937875751,0.13026052104208416,0.1282565130260521,0.018036072144288578,agent_0000
105,481.0,0.018036072144288578,1.7367322379740242,0.05,499,0.5551102204408818,0.23847695390781562,0.18837675350701402,0.018036072144288578,agent_0000
106,487.0,0.014028056112224449,1.6545051409751756,0.05,499,0.6172344689378757,0.17635270541082165,0.19238476953907815,0.014028056112224449,agent_0000
107,484.0,0.014028056112224449,1.6410912941991533,0.05,499,0.5951903807615231,0.19238476953907815,0.19839679358717435,0.014028056112224449,agent_0000
108,478.0,0.022044088176352707,1.776769543409749,0.05,499,0.49298597194388777,0.24248496993987975,0.24248496993987975,0.022044088176352707,agent_0000
109,457.0,0.04609218436873747,2.035586193574384,0.05,499,0.4749498997995992,0.21042084168336672,0.2685370741482966,0.04609218436873747,agent_0000
110,481.0,0.022044088176352707,1.7606236196864449,0.05,499,0.625250501002004,0.18036072144288579,0.17234468937875752,0.022044088176352707,agent_0000
111,469.0,0.036072144288577156,1.8593120661574363,0.05,499,0.48697394789579157,0.20440881763527055,0.2725450901803607,0.036072144288577156,agent_0000
112,490.0,0.01603206412825651,1.7850625184432787,0.05,499,0.374749498997996,0.28256513026052105,0.32665330661322645,0.01603206412825651,agent_0000
113,487.0,0.018036072144288578,1.8161121747339874,0.05,499,0.48897795591182364,0.22645290581162325,0.2665330661322645,0.018036072144288578,agent_0000
114,475.0,0.028056112224448898,1.9757235764627168,0.05,499,0.34468937875751504,0.3026052104208417,0.3246492985971944,0.028056112224448898,agent_0000
115,496.0,0.01002004008016032,1.7555816401543523,0.05,499,0.3106212424849699,0.36472945891783565,0.31462925851703405,0.01002004008016032,agent_0000
116,478.0,0.022044088176352707,1.999034363661407,0.05,499,0.24248496993987975,0.37675350701402804,0.3587174348697395,0.022044088176352707,agent_0000
117,463.0,0.03206412825651302,1.9275093257654625,0.05,499,0.22244488977955912,0.35671342685370744,0.38877755511022044,0.03206412825651302,agent_0000
118,463.0,0.03406813627254509,1.9128487533054679,0.05,499,0.31462925851703405,0.32064128256513025,0.3306613226452906,0.03406813627254509,agent_0000
119,496.0,0.008016032064128256,1.6526664017570039,0.05,499,0.41082164328657317,0.2565130260521042,0.3246492985971944,0.008016032064128256,agent_0000
0,481.0,0.022044088176352707,1.7826347105029101,1.0,499,0.4649298597194389,0.23647294589178355,0.27655310621242485,0.022044088176352707,agent_0001
1,472.0,0.03406813627254509,1.95756781626292,0.97,499,0.43687374749499,0.2545090180360721,0.2745490981963928,0.03406813627254509,agent_0001
2,484.0,0.026052104208416832,1.798863695396331,0.9409,499,0.48296593186372744,0.25851703406813625,0.23246492985971945,0.026052104208416832,agent_0001
3,490.0,0.014028056112224449,1.7305910537702291,0.912673,499,0.46092184368737477,0.25250501002004005,0.2725450901803607,0.014028056112224449,agent_0001
4,454.0,0.03807615230460922,1.941104346096658,0.8852928099999999,499,0.40480961923847697,0.28857715430861725,0.2685370741482966,0.03807615230460922,agent_0001
5,484.0,0.018036072144288578,1.789089268746531,0.8587340256999999,499,0.4288577154308617,0.2725450901803607,0.280561122244489,0.018036072144288578,agent_0001
6,487.0,0.014028056112224449,1.7507872399247646,0.8329720049289999,499,0.43887775551102204,0.25250501002004005,0.29458917835671344,0.014028056112224449,agent_0001
7,478.0,0.026052104208416832,1.7569100989608561,0.8079828447811299,499,0.48296593186372744,0.24649298597194388,0.24448897795591182,0.026052104208416832,agent_0001
8,460.0,0.03807615230460922,1.9148478016024235,0.783743359437696,499,0.4529058116232465,0.280561122244489,0.22845691382765532,0.03807615230460922,agent_0001
9,460.0,0.03807615230460922,1.9543800782667922,0.7602310586545651,499,0.4348697394789579,0.280561122244489,0.24649298597194388,0.03807615230460922,agent_0001
10,463.0,0.03206412825651302,1.8691753858997011,0.7374241268949281,499,0.4408817635270541,0.2545090180360721,0.2725450901803607,0.03206412825651302,agent_0001
11,490.0,0.012024048096192385,1.7587976608365696,0.7153014030880802,499,0.44488977955911824,0.2905811623246493,0.25250501002004005,0.012024048096192385,agent_0001
12,472.0,0.03406813627254509,1.966725878652007,0.6938423609954378,499,0.44288577154308617,0.23647294589178355,0.2865731462925852,0.03406813627254509,agent_0001
13,493.0,0.01002004008016032,1.6509343148785345,0.6730270901655747,499,0.4649298597194389,0.2545090180360721,0.27054108216432865,0.01002004008016032,agent_0001
14,469.0,0.03006012024048096,1.8061526977140152,0.6528362774606075,499,0.44288577154308617,0.22444889779559118,0.3026052104208417,0.03006012024048096,agent_0001
15,490.0,0.01002004008016032,1.7232729755627476,0.6332511891367892,499,0.4188376753507014,0.280561122244489,0.2905811623246493,0.01002004008016032,agent_0001
16,466.0,0.03406813627254509,1.8197334773920977,0.6142536534626856,499,0.4529058116232465,0.24448897795591182,0.2685370741482966,0.03406813627254509,agent_0001
17,454.0,0.04008016032064128,1.9119768348844437,0.595826043858805,499,0.49899799599198397,0.23246492985971945,0.22845691382765532,0.04008016032064128,agent_0001
18,484.0,0.02004008016032064,1.8290020748247344,0.5779512625430409,499,0.4468937875751503,0.31462925851703405,0.218436873747495,0.02004008016032064,agent_0001
19,454.0,0.04208416833667335,1.9668345120031345,0.5606127246667496,499,0.49298597194388777,0.22845691382765532,0.23647294589178355,0.04208416833667335,agent_0001
20,481.0,0.028056112224448898,1.863856409648935,0.5437943429267471,499,0.5751503006012024,0.19438877755511022,0.20240480961923848,0.028056112224448898,agent_0001
21,481.0,0.028056112224448898,1.842929413349973,0.5274805126389447,499,0.5150300601202404,0.23647294589178355,0.22044088176352705,0.028056112224448898,agent_0001
22,442.0,0.06012024048096192,2.2121545947743515,0.5116560972597763,499,0.48296593186372744,0.250501002004008,0.20641282565130262,0.06012024048096192,agent_0001
23,481.0,0.018036072144288578,1.6670902253850697,0.496306414341983,499,0.5551102204408818,0.20641282565130262,0.22044088176352705,0.018036072144288578,agent_0001
24,481.0,0.018036072144288578,1.6639462885697691,0.48141722191172354,499,0.5711422845691383,0.1903807615230461,0.22044088176352705,0.018036072144288578,agent_0001
25,478.0,0.026052104208416832,1.8671745990490767,0.4669747052543718,499,0.48697394789579157,0.2545090180360721,0.23246492985971945,0.026052104208416832,agent_0001
26,469.0,0.028056112224448898,1.823804888768459,0.4529654640967406,499,0.48897795591182364,0.22444889779559118,0.25851703406813625,0.028056112224448898,agent_0001
27,466.0,0.036072144288577156,1.972682505420912,0.4393765001738384,499,0.43687374749499,0.28857715430861725,0.23847695390781562,0.036072144288577156,agent_0001
28,490.0,0.008016032064128256,1.646029872756953,0.42619520516862325,499,0.44488977955911824,0.23847695390781562,0.30861723446893785,0.008016032064128256,agent_0001
29,478.0,0.026052104208416832,1.8150889340126846,0.4134093490135645,499,0.5070140280561122,0.24048096192384769,0.22645290581162325,0.026052104208416832,agent_0001
30,484.0,0.02004008016032064,1.7278327633553858,0.4010070685431576,499,0.5170340681362725,0.22044088176352705,0.24248496993987975,0.02004008016032064,agent_0001
31,475.0,0.018036072144288578,1.7529624337159009,0.38897685648686287,499,0.4729458917835671,0.27054108216432865,0.23847695390781562,0.018036072144288578,agent_0001
32,466.0,0.03807615230460922,2.016337840550013,0.377307550792257,499,0.48897795591182364,0.21442885771543085,0.25851703406813625,0.03807615230460922,agent_0001
33,472.0,0.028056112224448898,1.9409591857023112,0.36598832426848926,499,0.41282565130260523,0.25851703406813625,0.30060120240480964,0.028056112224448898,agent_0001
34,496.0,0.006012024048096192,1.722163091806884,0.35500867454043455,499,0.36472945891783565,0.3346693386773547,0.29458917835671344,0.006012024048096192,agent_0001
35,481.0,0.01603206412825651,1.6843257642370855,0.3443584143042215,499,0.4308617234468938,0.2685370741482966,0.2845691382765531,0.01603206412825651,agent_0001
36,478.0,0.022044088176352707,1.83213201672212,0.3340276618750948,499,0.48697394789579157,0.24448897795591182,0.24649298597194388,0.022044088176352707,agent_0001
37,493.0,0.01603206412825651,1.706302969287376,0.32400683201884195,499,0.5050100200400801,0.2565130260521042,0.22244488977955912,0.01603206412825651,agent_0001
38,460.0,0.03807615230460922,1.9678891776511174,0.3142866270582767,499,0.44488977955911824,0.23847695390781562,0.2785571142284569,0.03807615230460922,agent_0001
39,493.0,0.01002004008016032,1.6255122272305877,0.3048580282465284,499,0.5290581162324649,0.20841683366733466,0.25250501002004005,0.01002004008016032,agent_0001
40,490.0,0.01002004008016032,1.577142931488001,0.2957122873991326,499,0.48096192384769537,0.24649298597194388,0.2625250501002004,0.01002004008016032,agent_0001
41,463.0,0.03006012024048096,1.8435512153981437,0.2868409187771586,499,0.5490981963927856,0.22444889779559118,0.1963927855711423,0.03006012024048096,agent_0001
42,469.0,0.02404809619238477,1.8350034037901035,0.27823569121384384,499,0.4749498997995992,0.2625250501002004,0.23847695390781562,0.02404809619238477,agent_0001
43,493.0,0.01603206412825651,1.7423747966393057,0.2698886204774285,499,0.3186372745490982,0.2985971943887776,0.3667334669338677,0.01603206412825651,agent_0001
44,466.0,0.03206412825651302,1.8590745189957152,0.26179196186310566,499,0.48897795591182364,0.21042084168336672,0.2685370741482966,0.03206412825651302,agent_0001
45,472.0,0.03006012024048096,1.9330504933275343,0.2539382030072125,499,0.4168336673346693,0.2965931863727455,0.2565130260521042,0.03006012024048096,agent_0001
46,454.0,0.04609218436873747,2.0235402527423965,0.2463200569169961,499,0.4729458917835671,0.23647294589178355,0.24448897795591182,0.04609218436873747,agent_0001
47,469.0,0.036072144288577156,2.0531039581150807,0.23893045520948622,499,0.4348697394789579,0.280561122244489,0.24849699398797595,0.036072144288577156,agent_0001
48,472.0,0.028056112224448898,1.910389430087788,0.23176254155320164,499,0.5150300601202404,0.22645290581162325,0.23046092184368738,0.028056112224448898,agent_0001
49,484.0,0.02404809619238477,1.8667887428038594,0.2248096653066056,499,0.4789579158316633,0.24048096192384769,0.2565130260521042,0.02404809619238477,agent_0001
50,466.0,0.036072144288577156,1.8878688394858945,0.21806537534740741,499,0.5571142284569138,0.19238476953907815,0.21442885771543085,0.036072144288577156,agent_0001
51,493.0,0.012024048096192385,1.6986213618344639,0.2115234140869852,499,0.5691382765531062,0.21442885771543085,0.20440881763527055,0.012024048096192385,agent_0001
52,469.0,0.026052104208416832,1.7483593780936184,0.20517771166437562,499,0.5831663326653307,0.18036072144288579,0.21042084168336672,0.026052104208416832,agent_0001
53,475.0,0.026052104208416832,1.8593084490921212,0.19902238031444436,499,0.42685370741482964,0.28857715430861725,0.25851703406813625,0.026052104208416832,agent_0001
54,478.0,0.026052104208416832,1.8722003012129889,0.19305170890501103,499,0.45691382765531063,0.25851703406813625,0.25851703406813625,0.026052104208416832,agent_0001
55,481.0,0.03006012024048096,2.0026193342762344,0.1872601576378607,499,0.47695390781563124,0.25250501002004005,0.24048096192384769,0.03006012024048096,agent_0001
56,490.0,0.012024048096192385,1.7633838515380134,0.18164235290872485,499,0.44288577154308617,0.2685370741482966,0.27655310621242485,0.012024048096192385,agent_0001
57,466.0,0.03006012024048096,1.871383410103118,0.1761930823214631,499,0.4749498997995992,0.24849699398797595,0.24649298597194388,0.03006012024048096,agent_0001
58,496.0,0.006012024048096192,1.613714117093463,0.17090728985181922,499,0.5170340681362725,0.2124248496993988,0.26452905811623245,0.006012024048096192,agent_0001
59,475.0,0.026052104208416832,1.888077022131276,0.16578007115626464,499,0.29458917835671344,0.3066132264529058,0.3727454909819639,0.026052104208416832,agent_0001
60,493.0,0.006012024048096192,1.5106255507764774,0.1608066690215767,499,0.6593186372745491,0.1282565130260521,0.20641282565130262,0.006012024048096192,agent_0001
61,460.0,0.028056112224448898,1.8025137032446434,0.1559824689509294,499,0.46693386773547096,0.22244488977955912,0.28256513026052105,0.028056112224448898,agent_0001
62,496.0,0.008016032064128256,1.5970957237461048,0.1513029948824015,499,0.6112224448897795,0.17234468937875752,0.20841683366733466,0.008016032064128256,agent_0001
