action_name,overall_usage_frac,near_unstable_usage_frac,concentration_ratio
do_nothing,0.3297038521487419,0.3254954353150746,0.9872357668670223
push_exploratory,0.3366733466933868,0.3623691828100646,1.0763227513227513
push_stable,0.3336228011578713,0.31213538187486084,0.9355936728292065
